"po_number","cust_id","sku"
"BMCSP26199","Panama","W5741UB"
"BMCSP26200","Panama","W574688"
"BMCSP26200","Panama","W574688"
"BMCSP26200","Panama","W574688"
"BMCSP26193","Panama","U57452Z"
"BMCSP26193","Panama","U57452Z"
"BMCSP26193","Panama","U57452Z"
"BMCSP26193","Panama","U57452Z"
"BMCSP26193","Panama","U57452Z"
"BMCSP26195","Panama","U5747JD"
"BMCSP26195","Panama","U5747JD"
"BMCSP26195","Panama","U5747JD"
"BMCSP26195","Panama","U5747JD"
"BMCSP26194","Panama","U5745MX"
"BMCSP26194","Panama","U5745MX"
"BMCSP26194","Panama","U5745MX"
"BMCSP26194","Panama","U5745MX"
"BMCSP26194","Panama","U5745MX"
"BMCSP26547","Panama","ML574EVB"
"BMCSP26547","Panama","ML574EVB"
"BMCSP26547","Panama","ML574EVB"
"BMCSP26547","Panama","ML574EVB"
"BMCSP26547","Panama","ML574EVB"
"BMCSP26130","Panama","ML574EVB"
"BMCSP26130","Panama","ML574EVB"
"BMCSP26130","Panama","ML574EVB"
"BMCSP26130","Panama","ML574EVB"
"BMCSP26130","Panama","ML574EVB"
"S126B1-383","Uruguay","U574805"
"S126B1-381","Uruguay","U5746VZ"
"S126B1-364","Uruguay","U57452Z"
"S126B1-365","Uruguay","U5747JD"
"C1261S232","Switzerland","U5747JD"
"C1261S296","Switzerland","W5746J3"
"C1261S295","Switzerland","W57458W"
"FO0126318","Chile","WL574EVB"
"FO0126145","Chile","ML574EVN"
"FO0126248","Chile","U57452Z"
"FO0126253","Chile","U5747JD"
"FO0126250","Chile","U5745MX"
"FO0126313","Chile","W5746J3"
"MEXPO6747","Mexico","W5746J3"
"H6AF113","Hong Kong SAR","U5745MX"
"H6AF104","Hong Kong SAR","U57452Z"
"NBJ-1208540","Japan","ML574EVN"
"NBJ-1208545","Japan","ML574EVB"
"FO0126312","Chile","W57424E"
"1261746","United Arab Emirates","ML574EVE"
"FO0126311","Chile","W5741UB"
"F126362","United Arab Emirates","U5747JD"
"F126358","United Arab Emirates","U5745MX"
"1261518","United Arab Emirates","W57424E"
"2600952","Taiwan","ML515BLK"
"2600954","Taiwan","ML515WHT"
"2600953","Taiwan","ML515GRY"
"NBCZ0925041","Peru","W57424E"
"NBCZ0925042","Peru","W57458W"
"NBCZ0925043","Peru","W5746J3"
"NBCZ0925053","Peru","WL574EVB"
"NBCZ0925094","Peru","ML574EVB"
"NBCZ0925093","Peru","ML574EVG"
"NBCZ1025007","Peru","M5158NH"
"NBCZ1025006","Peru","M5152YB"
"MEXPO7018","Mexico","ML574EVG"
"H6AF235","Hong Kong SAR","W574688"
"NBJ-1213281","Japan","ML574EVG"
"NBJ-1213283","Japan","ML574EVG"
"NBJ-1213282","Japan","ML574EVG"
"P043676","South Africa","M515873"
"NBJ-1213280","Japan","ML574EVB"
"NBJ-1213278","Japan","ML574EVB"
"NBJ-1213278","Japan","ML574EVB"
"PAR39180","Paraguay","U5747FE"
"ARGP6108-2","Argentina","W57474P"
"ARGP6109-2","Argentina","W5749OU"
"ARGP6109-1","Argentina","W5749OU"
"ARGP6108-1","Argentina","W57474P"
"NBCZ1125034","Peru","U5748SB"
"BMCSP26713","Panama","W51547Y"
"BMCSP26713","Panama","W51547Y"
"BMCSP26713","Panama","W51547Y"
"NBCZ1125029","Peru","W5156FP"
"NBCZ1125028","Peru","W5158EK"
"FO0426170","Chile","W5158EK"
"S126B4-101","Uruguay","W5158EK"
"NBVD9403282","Brazil","U7405I7"
"2601158","Taiwan","U574OF2"
"XNH0727","New Zealand","W5151SM"
"FO0426120","Chile","W5156FP"
"ARGP6114-S","Argentina","ML574EVN"
"ARGP6113-S","Argentina","ML574EVG"
"ID126F414","Indonesia","M5152YB"
"ID126F414","Indonesia","M5152YB"
"F610222SS","Singapore","M515873"
"MF610135C","Malaysia","M515873"
"NBK262033K","Korea, Republic Of","I7404PH"
"NBK262029K","Korea, Republic Of","I7403VK"
"NBK262032K","Korea, Republic Of","P7403KD"
"NBK262028K","Korea, Republic Of","P740315"
"H6BF043","Hong Kong SAR","P7403KD"
"NBK262036K","Korea, Republic Of","P7403KD"
"BMCSP26765","Panama","U7401T4"
"BMCSP26765","Panama","U7401T4"
"BMCSP26765","Panama","U7401T4"
"BMCSP26765","Panama","U7401T4"
"P043934","South Africa","U7401T4"
"S126B4-250","Uruguay","U7401T4"
"VN126F244","Vietnam","U7401T4"
"K126096","United Arab Emirates","U7401T4"
"1266163","United Arab Emirates","U7401T4"
"S126B4-218","Uruguay","U7401T4"
"NBK262051K","Korea, Republic Of","PZ740NW"
"NBK262052K","Korea, Republic Of","IZ740NW"
"TH126F487","Thailand","G740372"
"F610640SS","Singapore","G740372"
"2600202","Taiwan","G74047M"
"W218486","Australia","G74047M"
"NBJ-1215774","Japan","NW515GRY"
"NBJ-1215775","Japan","NW515GRY"
"W218449","Australia","U740BM2"
"NBJ-1215922","Japan","U740BM2"
"NBJ-1215920","Japan","U740BM2"
"NBK262163","Korea, Republic Of","U7401T4"
"W218488","Australia","U7401T4"
"S206036","Australia","U7401T4"
"E209680","Australia","U7401T4"
"NBJ-1215776","Japan","PV515GRY"
"NBJ-1215777","Japan","PV515GRY"
"NBK261237","Korea, Republic Of","U740BM2"
"F610861FT","Singapore","U740WM2"
"MF611032T","Malaysia","U740WM2"
"MF611033T","Malaysia","U740WN2"
"NBK261238","Korea, Republic Of","U740WM2"
"NBK261239","Korea, Republic Of","U740WN2"
"8531","Israel","U5748SB"
"8531","Israel","U5748SB"
"8540","Israel","ML515LCN"
"8539","Israel","ML515AGG"
"ARGP6140-S","Argentina","ML574EVE"
"ARGP6141-S","Argentina","ML574EVB"
"ARGP6142-S","Argentina","ML574EVG"
"ARGP6143-S","Argentina","ML574EVN"
"S226EB1-50","Uruguay","ML574EVB"
"S226EB1-51","Uruguay","ML574EVE"
"S226EB1-52","Uruguay","ML574EVG"
"S226EB1-53","Uruguay","ML574EVN"
"S226EB1-7","Uruguay","I5742W2"
"2600238","Taiwan","I7404PH"
"2600431","Taiwan","P7403KD"
"XE01027","New Zealand","U7401T4"
"PAR45180","Paraguay","U7401T4"
"F610799PT","Singapore","U7401T4"
"NBK262103A","Korea, Republic Of","U7401T4"
"NBJ-1214124","Japan","U7401T4"
"ID126F735","Indonesia","G740372"
"ID126F735","Indonesia","G740372"
"IDFL126F784","Indonesia","G740372"
"ID126F805","Indonesia","U740WM2"
"ID126F806","Indonesia","U740WN2"
"W218450","Australia","U740BM2"
"C226ES33","Switzerland","ML574EVG"
"C226ES31","Switzerland","ML574EVB"
"C226ES32","Switzerland","ML574EVE"
"8622","Israel","ML574EVG"
"8622","Israel","ML574EVG"
"8620","Israel","ML574EVB"
"8620","Israel","ML574EVB"
"VN226F011","Vietnam","ML574EVG"
"ID126F393","Indonesia","ML574EVG"
"IDFL126F171","Indonesia","ML574EVG"
"F610769JT","Singapore","U7401T4"
"PH126F354","Philippines","U7401T4"
"F2601811T-2","China","WL515CSB"
"F2601811T-1","China","WL515CSB"
"P043240","South Africa","P74032G"
"P043187","South Africa","G7402H8"
"E209233","Australia","WL574EVB"
"E209230","Australia","ML574EVG"
"KS126FT013","Kazakhstan","U5747SG"
"KS126FT018","Kazakhstan","ML574EVG"
"KS126FT012","Kazakhstan","U5747JD"
"P043318","South Africa","U5745MX"
"P043319","South Africa","U5747SG"
"C1261S41","Switzerland","GR740BO"
"C1261S317","Switzerland","WL574XD2"
"C1261S318","Switzerland","WL574XE2"
"MEXPO6499","Mexico","U57452Z"
"MEXPO6503","Mexico","U5745MX"
"VN126F004","Vietnam","ML574EVG"
"1261749","United Arab Emirates","WL574EVB"
"1261517","United Arab Emirates","W57494Z"
"1261516","United Arab Emirates","U5747JD"
"1261515","United Arab Emirates","U5745MX"
"F126744","United Arab Emirates","ML574EVG"
"F126746","United Arab Emirates","ML574EVG"
"F126766","United Arab Emirates","WL574EVB"
"S126B1-63","Uruguay","ML574EVG"
"1261206","United Arab Emirates","PZ740NW"
"F2601A07T-2","China","WL515CSB"
"F2601A07T-3","China","WL515CSB"
"F2601A07T-1","China","WL515CSB"
"F2601A07T-4","China","WL515CSB"
"SVQ2260352S","Serbia and Montenegro","IZ740NW"
"SVQ2260403S","Serbia and Montenegro","PZ740NW"
"C2261S149","Switzerland","PZ740BO"
"C2261S54","Switzerland","IZ740BO"
"C2261S68","Switzerland","M5152H1"
"KS226FT019","Kazakhstan","ML574EVG"
"MEXPO7724","Mexico","ML574EVG"
"NBCL0226082","Peru","I5742W2"
"NBCL0226083","Peru","I5745YM"
"MEXPO8056","Mexico","I5742W2"
"MEXPO8055","Mexico","I57413Y"
"MEXPO8057","Mexico","I5745YM"
"F226266","United Arab Emirates","M5152H1"
"F226267","United Arab Emirates","M5152H1"
"F226268","United Arab Emirates","M51534P"
"F226776","United Arab Emirates","GR740BO"
"2261670","United Arab Emirates","GR740NW"
"F226793","United Arab Emirates","GR740NW"
"2261659","United Arab Emirates","GR740BO"
"2261661","United Arab Emirates","IZ740BO"
"PAR17186","Paraguay","P5748DN"
"NBCL0226091","Peru","P5748DN"
"NBCL0226089","Peru","P5741II"
"NBCL0226099","Peru","G5743LF"
"C2261S47","Switzerland","I5743J5"
"C2261S48","Switzerland","I5747RV"
"C2261S283","Switzerland","W51592L"
"MEXPO7668","Mexico","M5157I4"
"VN226F071","Vietnam","G57479P"
"VN226F077","Vietnam","P57466A"
"PHRT226F085","Philippines","P57466A"
"S226B1-162","Uruguay","W5748DS"
"PHRT226F086","Philippines","I5741V9"
